id	comentario	supermercado	fecha
46	Por los menos habiliten una linea donde contesten para resolver dudas pq ese 01800 sale ocupado y no hay una forma. Es entendible que no tengan el servicio 100% afinado pero no sé justifica que no habiliten una línea efectiva para consultas.	D1	14/06/2020
46	Buenos días no encuentro una línea para comunicarme y confirmar si mi pedido fue efectivo pues no me mandaron datos al correo ni tengo el número del pedido	D1	14/06/2020
46	Agradezco que también me ayuden 3 días y nada del domicilio y no se nada. La verdad es mucho tiempo y uno necesitando las cosas	D1	14/06/2020
46	Por favor no prometan lo que no pueden cumplir 9 días y el pedido sigue en alistamiento.	D1	14/06/2020
46	El viernes me trajeron un producto que no solicite por otro que estaba en mi lista de mercado. Me he comunicado varias veces concretan venir y nada.
Donde me comunico para que me solucionen por favor.	D1	14/06/2020
46	Para los domicilios aplica el pico y cédula	D1	14/06/2020
46	NO LO USEN ES UNA PERDIDA DE TIEMPO YO SOLO COMPRO ALGUNOS ARTÍCULOS Y JUSTO ESO NO LLEGO DESPUES DE 3 DÍAS EL DOMICILIARIO NO ME QUERÍA DEJAR REVISAR POR QUE TENÍA AFÁN. ME SIENTO ESTAFADO	D1	14/06/2020
46	3 días y aún no me llega el producto excelente servicio	D1	14/06/2020
46	Por acá tampoco responden? Quien me responde por un producto que no pedí y me trajeron ?	D1	14/06/2020
47	Habilitan este servicio pero no cumplen... He realizado 3 veces la solicitud de domicilio la primera no llego.... La segunda me llama diciendo que al otro día me llega el domicilio y tampoco... La tercera a los minutos me lo rechazaron	D1	26/06/2020
47	Cule hueso tanto para LOS CLIENTES COMO PARA LOS TRABAJADORES NO LES PAGAN Y SI LES PGAN ES INCONPLETO LA TRISTE HISTORIA DE TRABAJAR EN RIDER BARRANQUILLA	D1	26/06/2020
47	Hola necesito cancelar un pedido q hice para domicilio pero por la demora tuve q ir personalmente.. como hago para cancelarlo?	D1	26/06/2020
47	Que risa.... He leido q nunca los llevan	D1	26/06/2020
47	Desde el sabado hice pedido y no me han llamado	D1	26/06/2020
47	Pura publicidad por q de verdadero no hay nada a mi me llego en un aspecto orrible el domiciliario eso parecía q habia dormido con ese chaleco y esa gorra uy no muy mal mal para estas tiendas de gran cobertura deberian uds mismo contratar gente y tener control de todo el servicio llegan los productos descongelados ese carro me dio asco lo sucio q lo tenia y todo el mercado ahi encima del mugre no q asco de SERVICIO ni para volver a pedir no muy mal cucuta pesimo con este servicio	D1	26/06/2020
47	Buenas tardes a donde se puede comunicar realizamos un pedido desde 10 a.m. y aun no ha llegado	D1	26/06/2020
47	Hola tienen domiciliarios propios?	D1	26/06/2020
47	Pésimos los celulares no están en servicio apagados todos en sistema correo de voz??? Que es esto tan malo	D1	26/06/2020
47	Hola buenas!! Si hago mi pedido ahora cuando llegaría??? Porq me da miedo con ese poco de comentarios negativos 	D1	26/06/2020
47	Terrible estoy esperando un pedido .desde está mañana y no llega sale en alistamiento desde las 9:55 am productos que necesito con urgencia y la tienda queda a una cuadra de mi casa no tengo día de pico y cedula por ahora y por eso pedí creo que no tienen logística suficiente para ofrecer este servicio	D1	26/06/2020
47	Terrible servicio. Hice el pedido el pasado 25 de Junio y se suponía llegaba hoy 27 de Junio. No llegó y ahora me aparece rechazado en la página... escribo y me dicen que fue reprogramado pero que no saben cuándo llegará. Muy decepcionado realmente. Todavía es la hora que no se si mi pedido llegará o no.	D1	26/06/2020
47	Iba a hacer una compra.. Pero con ese poco se comentarios negativos me voy a merqueo	D1	26/06/2020
47	Buenos días estoy intentando hacer un pedido	D1	26/06/2020
47	ladrones ladrones ladrones ladrones ladrones ladrones revisen bien si es q algun dia les lllega el domicilio	D1	26/06/2020
48	Yo realice un pedido y aparece como si me lo fueran entregado menos mal seleccioné que pagaba cuándo me entregaran	D1	28/06/2020
48	Hace mucho pedí un domicilio y hasta ahora ni siquiera aparece despachado lastima que desmejoraron el servicio.	D1	28/06/2020
48	Muy mal servicio de domicilios hace 9 días realice un pedido y todavía está en alistamiento pase toda la semana llamando y me decían que iban a escalar la situación hoy llama y la persona que me atendió me dijo que estaba en la libertad de mirar otras opciones donde realizar mi compra se comprometió a que el pedido lo enviarían hoy después de 9 días no llego. Para que engañan al cliente si no pueden cumplir.	D1	28/06/2020
48	Muy mal servicio hace 3 días que realice el pedido y aún no tengo respuesta no se si lo van a traer o si no escribí y no me responden nada al 018000 tampoco soluciónan nada en pocas palabras Pésimo Servicio no lo recomiendo	D1	28/06/2020
48	Es lamentable y desalentador que este canal se este especializando en pedir disculpas y decir que están trabajando para mejorar pero no se ve la mejoría porque hay muchos mensajes viejos reclamando y quejándose del mal servicio hoy soy uno de esos que reclama y se queja del mal servicio recibido lo que quiere decir que me desalienta ver qué un comercio tan grande como D1 con tantos puntos de venta y contratando a una empresa de logística externa no pueda atender la demanda que pasa con los gerentes de esas empresas? El Señor de la tienda cerca de mi casa viendo la cantidad de servicios a domicilio que se ha incrementado en la cuarentena contrato a tres nuevos domiciliarios sumándose a los otros 2 que ya tenía y hablo es de una tienda de barrio que de esa manera está atendiendo a sus clientes y cubriendo esa necesidad hay que guardar las proporciones pero también hay que tener en cuenta que el tendero de por mi casa tiene menos infraestructura menos capital y es un gerente con seguramente menos estudios no cuenta con subgerente ni supervisor porque es el solo quien gerencia y ha sabido solventar la situación de manera exitosa sera que los gerentes son solo seguidores de órdenes y carecen de recursividad y sentido común o lo tienen prohibido? Algo tendrán que hacer si quieren mantener la clientela porque este tema de la pandemia seguirá por lo menos un año más y la gente va a preferir a quien le pueda traer el.mercado a la casa de una manera más eficiente y no de la manera como lo.estan haciendo ustedes señores D1 10 días para entregar un mercado es un servicio patético	D1	28/06/2020
48	Son un fiasco no cumplen con nada además me borran el comentario dónde manifiesto mi inconformidad de manera educada y respetuosa debo agregar que me sucedió lo mismo con justoybueno pero la diferencia fue que ellos me llamaron ayer y me tomaron mi pedido por teléfono y me lo trajeron hoy eso al menos demuestra interes en mejorar. Revisen su logística porque está errada de principio a fin	D1	28/06/2020
48	 yo de ilusa pensando q me iban a traer el domicilio que pedi hoy en la mañana y ya son pasadosy me encuentro con todos estos comentarios.... Noooo que tristeza piensan q lo estan regalando no hay donde comunicarse porq en la linea no contestan en la pagina no muestra como seguir el eatado del pedido.....	D1	28/06/2020
48	Muy mal servicio!! No lo recomiendo por q tuve muy mala experiencia mala atencion la forma de responder del domiciliario es Descortes le deja las bolsas en el piso traen las cosas revueltas alimentos con aseo las bolsas sucias no trae tapabocas no tiene medidas de bioseguridad mo entiendo como dejan laborar asi el tipo es muy apresurado no se toma el tiempo para brindar un buen servicio y su aspecto y presentación son muy desagradable muy mal mala experiencia menos mal justo y bueno ya esta implementando el servicio de domicilio es mejor	D1	28/06/2020
48	Pesimo servicio el 01 agosto realice un pedido y aún no me lo han traído y nadie me da respuesta	D1	28/06/2020
48	De verdad que mal servicio el del domicilio no envían los productos que uno solicita Cobran un domicilio tan caro y tengo un D1 a la vuelta de la esquina. Compre 15 harina pan  no me llego ni una. Me facturaron un cartón de huevo y tampoco me llego. Pedí unas moras congeladas y me enviaron fresas. De verdad que decepción.! Dicen brindar seguridad y bienestar. Pero que va!!	D1	28/06/2020
48	Cual es el número de domicilio que no responden en las redes sociales	D1	28/06/2020
48	mi domicilio llegoñ. No me llego el mismo dia en la tarde como daba la opción la página pero si al otro día y el personal que se comunico conmigo para la confirmación del domicilio y el personal que lo trajo fueron muy amables y serviciales.	D1	28/06/2020
48	Hola ya he comprado en varias oportunidades y me habia ido muy bien me llamaban si algo no lo había para reemplazar e incluso se demoraba la entrega maximo de un dia para otro sin embargo ahora al colocar mi dirección en Bquilla me enviaron a una tienda diferente ni las Mercedes como antes sino bulevar 41 q no tiene el mismo trato según vi mi pedido en el estado del pedido estaba bien el sabado y lo congelaron y a la fecha no se si eso es q no vendrá o que porq no llaman ni nada... En q me podrías colaborar?	D1	28/06/2020
48	Es mejor quedarse en casa que ir a las tiendas.d1 no tienen ningún protocolo de bio seguridad no hay gel no toman la temperatura a la entrada no desinfectan los carros no tiene marcados el 1.5 metros de distancia miento social entra todo el que quiera tenga pico y cédula o no tenga la tienda llena a reventar de gente solamente dos empleados desempacando mercancía uno y el otro atendiendo la caja y entonces a ustedes nadie los vigila . uno como ciudadano va con su tapabocas y gracias a Dios uno lleva la gel pero es que ustedes no cumplen con ninguna norma de bioseguridad	D1	28/06/2020
48	Pésimo servicio hice un pedido desde el domingo en la mañana antes de 9 y a la fecha no lo he recibido	D1	28/06/2020
48	Soy clienta por la pandemia he comprado de manera virtual y lamentablemente no hay una compra q venga completa es decir con todo lo pedido además meten productos q si bien son similares no es lo pedido ni en características ni marca ni en precio me han cobrado cosas x 2 envían una o cobran el producto grande mandan pequeño obvio q x motivos de la pandemia no me he acercado a la tienda más cercana a hacer reclamo xq la idea d comprar línea es no salir de.casa hace rato recibí mi Mercado y se repite la situacion ya creo no debo seguir aceptando lo sucedido y debo salir d mi casa para hacer reclamo x lo menos de estA ultima compra xq no. Creo sea justo seguir aceptando esta situación irregular cada vez q hago mis mercados mensuales con uds hago la n observación. Q la. Impera n me la trae águila del servicio de este trabaja como tengo quejas de la atención tienda tampocopero no he tenido fuerte con compras línea en este sentido di tnen firma de vomunucarE conmigo y evitarme la salida de casa les agradezco no quisiera romper mi aislamiento y menos x esta tontería pero me genera un perjuicio económico Gracias por la atención	D1	28/06/2020
48	¿Para qué promocionan los domicilios sino llegan?
¡Todavía estoy esperando el que pedí el sábado! ¡Qué servicio tan malo!	D1	28/06/2020
48	Buenos días  hice mi pedido y me dieron código de confirmación pero no me llego al correo nada y tampoco llega el pedido y al consultar desde ayer dice alistamiento y no cambia el estado . Quiero saber si lo pido por mi águila o si me va a llegar como hago ?	D1	28/06/2020
48	Hice un pedido el 28 de junio y este es el día q no ha llegado y no tengo un teléfono para comunicarme. En estado del pedido solo dice en cola de alistamiento desde ese día a las 9.25 de la noche y a hoy no se mueve no nada. Pésimo servicio que uno no tenga dónde comunicarse o algo	D1	28/06/2020
48	Me llego el pedido de confirmacion y el pedido aun no llega lleva 2 días y no llaman ni dicen nada	D1	28/06/2020
49	Aplica para todo el país	D1	4/07/2020
49	Muy mal servicio. Realicé un pedido a domicilio ayer con entrega hoy AM y no ha llegado ni nadie responde. No sé porque habilitan una opción que no pueden cumplir	D1	4/07/2020
49	Hice un pedido el día domingo 28 de junio hoy es sábado 4 de julio llame a una línea de atención a la que he llamado toda la semana y cómo solución a mi situación me dijeron que yo estaba en la libertad de buscar otras opciones me prometieron que mi pedido llegaría hoy sábado una semana después y no llego uno llama a la administración y le dicen que la logística no la manejan ellos y llama a los de logística y dicen que esa situación no depende de ellos grave.	D1	4/07/2020
49	Buenas noches . Hice una solicitud a domicilio y dos veces me han cancelado el pedido quien responde por la cuenta de los pedidos nos contesta que realizan el nuevo envío y nunca llegaron. Desafortunadamente no atienden correctamente.	D1	4/07/2020
49	Es legal que hayan subido tanto los precios?	D1	4/07/2020
49	Todavía quedan unidades disponibles en Cali de la freidora?	D1	4/07/2020
49	Hice un pedido el 3 de julio y no me ha llegado. Los teléfonos no los cogen no he podido averiguar q pasa. Que desesperación. No tengo nada de Mercado tocará pedir en otro lado y si acaso llega este pedido me tocará cancelar. Si por favor ven esta comunicación favor comunicarse conmigo. Pedido 105779.	D1	4/07/2020
49	NO pidan sus domicilios a tiendas.d1 llevo 3 días esperando un pedido y aquí hay gente reportando que no les responden por sus pedidos que fueron ordenados hace 5-7 días y NO RESPONDEN NADA! PÉSIMO	D1	4/07/2020
49	pésimo servicio de domicilios	D1	4/07/2020
49	INCUMPLIDOS.. ELEGÍ COMO FECHA DE ENTREGA HOY PORQUE ENTRE SEMANA NO ESTOY... ME DEJARON SIN MERCADO... Y no me vayan a respo ser... Estamos tra aja do para ofrecer un mejor servício. NO JUEGUEN CON LOS CLIENTES.... Si no están preparados para asumir esta modalidad de ventas no le hagan publicidad ni den falsas espectativas..	D1	4/07/2020
49	Buenas noches hice un pedido hace 4 dias y no llega	D1	4/07/2020
49	Me ha ido muy bien con los domicilios gracias	D1	4/07/2020
49	Vivo en Rionegro y vivo feliz con el servicio a domicilio para mi la mejor idea y tremendo beneficio y les doy las gracias no mas ahora haré mi pedido	D1	4/07/2020
49	Hola no llega mi domicilio en la ciudad de cali	D1	4/07/2020
49	Que bueno pero seria mejor si colocarán el precio de los productos	D1	4/07/2020
49	Hola buenas tardes estoy en la ciudad de Cartagena anoche hice un pedido de 203.000 pesos por la página de D1. En el estado del pedido me sale que está listo para alistamiento desde las 3am y que la hora de entrega era hoy en la mañana. Ya son la 1pm y aun no lo han traído estoy cerca de la tienda D1 Cartagena Club pero como hay toque de queda no puedo salir por eso lo pedí por Internet.
Necesito porfa que me ayudes necesito mi pedido.	D1	4/07/2020
49	Super demorados en entregar los pedidos desde antier pedí uno y está es la hora q no llega.	D1	4/07/2020
49	Hola hace 4 días hice un pedido en Bquilla y no hay con quien o a quien averiguar si lo van a mandar o no gracias	D1	4/07/2020
49	Wow! la página esta increiblemente espectacular	D1	4/07/2020
50	No funciona la pag  se cae antes de terminar el pedido.	D1	6/07/2020
50	D1 es lo mejor doy testimonio de esa atuda facilidad para obtener los productos y la importancia que brindan a los clientes D1 lomejor	D1	6/07/2020
50	El precio de la leche no para de incrementar!	D1	6/07/2020
50	 pésimo servicio a domicilio que incumplimiento y falta de respeto con el cliente	D1	6/07/2020
50	Yo era fiel en este almacén prefería pegarme el viaje hasta el D1 en vez de ir a una olímpica o la 14 yo que se... Todo se me dañaba decían una fecha de vencimiento y cuando lo iba a usar todo esta podrido yo ya no sabia si creer en la fecha que tenia o yo misma calcular el consumo desde ahí nunca más y reclame muchas veces y decían que ellos no eran responsables y todos bien groseros y esas cajeras ni se digan van metiendo cualquier persona para atender clientes	D1	6/07/2020
50	Pésimo servicio solicite un mercado ayer y me dijeron que de 2 a 8 pm llegaba y no llego hoy tampoco y ni me dan respuesta en el call center si lo harán hoy o no.	D1	6/07/2020
50	Hacen pedido ?	D1	6/07/2020
50	Señores y la web de Mi Águila? Yo siempre pido los domicilios por ahí. En cuál debo seguir haciéndolo?	D1	6/07/2020
50	Necesito que me atiendan un reclamo que estoy escribiendo por este medio desde ayer me llegó el mercado incompleto y lo pagué completo!!!	D1	6/07/2020
50	Publicidad engañosa le quise poner la leche a mi celular y se dañó	D1	6/07/2020
50	Yo trate de comprar y fue imposible	D1	6/07/2020
50	Hola !! Sus productos de BrillaKing los vengo comprando y utilizando desde hace aprox. 4 años pero con el cambio de presentación el jabón de cocina increíblemente pésimo y con un perfume a limón que tampoco es agradable. Les dejo la inquietud	D1	6/07/2020
50	Yo trate de comprar el día sin iva y fue imposible	D1	6/07/2020
50	Buenos días realicé un pedido el domingo y no ha llegado por favor un número de contacto en la página me dice q el pedido no existe	D1	6/07/2020
50	es nuestro caso igualmente... Y el estado del Pedido está exactamente igual desde el mismo momento en que hicimos la compra. 	D1	6/07/2020
50	Hola Buenos días!
Yo hice un pedido el sábado a una tienda D1 por la página web pero aún no me han contactado y ahora no sé si lo traerán o no	D1	6/07/2020
51	Buenos días quiero iniciar comentándo que tiendas.d1 tiene buenos productos pero desafortunadamente su personal de atención y sistema de logística y operación es muy malo en dos ocasiones te tenido problemas para comprar la primera vez varios de los productos que quería Comprar a momento de pagar en la caja no me permitieron comprarlo cuando obviamente los productos estaban es la estanterías y la única explicación que me dieron y de muy mala manera es que esas eran órdenes de arriba y el día de hoy luego de escoger todos lo productos que iba a comprar y ya haciendo la fila en la caja una de las encargadas nos dice que tienen un problema con el sistemas que demorarán en solucionar en 30 o 40 minutos y que por favor salgamos de la tienda y regresamos después. Solo les quiero sugerir que si tienen tantos problemas para prestar el servicio mejor cierren las tiendas y capaciten a sus personal de atención y cuando definitivamente puedan prestar un buen servicio con una buena atención al cliente abran nuevamente sus puertas.	D1	16/07/2020
51	Desde ayer al medio dia pedi un domicilio ya han pasado 24 horas y nada que llega demora excesiva y ademas caro el costo. No responden ni los correos	D1	16/07/2020
51	No hagan domicilios en esta tienda el servicio es ineficiente	D1	16/07/2020
51	Pésimo servicio a domicilio un pedido se demoro más de 24horas en llegar y llego en mal estado.	D1	16/07/2020
51	No me han contestado dobre los productos que no me trajeron en el domicilio y di los cobraron. Por favor contesten	D1	16/07/2020
51	En la pág no salen los precios de los productos como puedo hacer un pedido sin saber los precios	D1	16/07/2020
51	Quiero hacer un reconocimiento al empleado Jonatan de D1 San Antonio por su buen 
Hoy en las horas de la tarde estuve en la tienda y deje el celular en la mesita de la entrada donde estaba el alcohol para desinfectarse
Cuando me di cuenta marque y contesto este 
El dijo que se lo encontró y lo tenia
para devolvérmelo
Fui a recogerlo y le di una propina la cual no recibió!	D1	16/07/2020
51	Y en qué página o correo puedo hacer un reclamo de una bono regalo que nunca funcionó y hasta el momento no me dan respuesta de la solución.	D1	16/07/2020
51	Desde el viernes pasado hice una compra por la pagina web y a la fecha no la he recibido.. Necesito de su colaboración	D1	16/07/2020
51	Excelente progreso	D1	16/07/2020
51	Desde q precio hacen el envio y q costo tiene El domicilio	D1	16/07/2020
52	Cuanto cobran x los domicilios	D1	30/07/2020
52	No entiendo a todos los que dicen que pésimo servicio yo vivo en Bogotá y desde marzo ya he hecho como 6 mercados grandes y todo me ha llegado al día y en buen estado la verdad excelente servicio en Bogotá y eso que vivo en el sur. Muchas gracias me ha encantado	D1	30/07/2020
52	Que servicio tan terriblemente MALO PÉSIMO INEFICAZ MEDIOCRE Y TODOS LOS CALIFICATIVOS DE  MAL SERVICIO QUE PUEDAN EXISTIR PARA USTEDES QUE MALA IMAGEN LA QUE ESTAN DANDO DE TIENDAS D-1 desde ayer Julio 31 a las 8:43 am solicite un domicilio y hoy agosto 01 a las 11: 25  no llega llamo a la linea de atención y me dice que en el transcurso del día o posiblemente mañan noooooo es el colmo ustedes deben ser claros en la página y decir que hay que esperar 3 DIAS PARA QUE LE LLEGUE EL DOMICILIO O SERA QUE LO ENVIAN DE OTRA CIUDAD Y POR ESO SE DEMORA TANTO?. 
No me queda más que decir que es una falta de respeto para nostros los usuarios de tiendas D-1 además que ahora todas las empresas se excusan en prestar un mal servicio por culpa de la pandemia MENTIRA!!!!! pues tooooodo está normal en toda Colombia y más en Armenia. MALOS MUY MALOS MALIIIIIIISIMOSSS!!!!! La empresa Rydder los está haciendo quedar muy mal prestan un servicio pésimo que tristeza que por terceros ustedes estén perdiendo clientes.	D1	30/07/2020
52	Pésimo servicio de domicilios	D1	30/07/2020
52	se muere de hambre uno esperando este domicilio primera ubica y última vez que hago domicilios aqui.	D1	30/07/2020
52	Me ha ido súper mal hice mi pedido desde el sábado y hoy no lo han traído..... me parece mal servicio e irresponsable por que si yo compro algo es por que lo necesito ahora me ha tocado comprar en la tienda más costoso y nadie responde!!!!	D1	30/07/2020
52	El peor servicio a domicilio han pasado 15 días desde que hice un pedido nunca se supo qué pasó no les da ni pena	D1	30/07/2020
52	Súper mal el servicio la empresa rydden pedimos un mercado por domicilio y no llego ni la mitad del mercado ... pero para cobrar el domicilio si estaba de primero.. sinceramente primera y última vez que pido un domicilio por alguna plataforma de las tiendas D1	D1	30/07/2020
52	Buenas noches llevo varios días tratando de pedir domicilio de la tienda de San Cristóbal y no es posible tienen un mensaje automático que pregunta en qué pueden ayudar y nunca más. # al que me.comunique 3134750185 en momentos como los que estamos viviendo es cuándo deben tener mejor atención domiciliaria!	D1	30/07/2020
52	ya me acostumbré a los buenos días de tiendas.d1 diciendo que su pedido a sido reprogramado .ya van 8 dias	D1	30/07/2020
52	Hice un pedido me llegó muy rapido pero pedí un champoo seco y me llegó una crema de afeitar	D1	30/07/2020
52	Buenas noches!!!! A modo de sugerencia la verdad no sé cómo estará ahora la situacion el 30 de mayo pedí un domicilio con muchos productos no tenía forma de salírquede con un número de comprobante me confíe en que los productos llegarían o se comunicarían conmigo pero ni lo uno ni lo otro intente comunicarme y fue imposible nunca recibí ni llamada ni correo por parte de la entidad para informar el estado de la entrega mejor dicho hasta el sol de hoy no me atrevi jamás a pedir domicilio escuché de varios allegados que les ocurrió lo mismo la tienda asignada era la de la 80 en medellin.	D1	30/07/2020
52	se hizo un pedido de mercado a las 2 pm de hoy sábado 15 Agosto de 2020 Barranquilla pero ya son las 4:44 pm ni llaman a confirmar si el pedido esta en tránsito ni responden a la línea ...entonces ??? Que hacemos ??? Cual es el tipo de servicio al cliente que manejan respecto a este producto de domicilio???	D1	30/07/2020
52	Hola estoy realmente molesta e insatisfecha con su servicio de domicilio ayer 18 de agosto más o menos a las 16:30 por medio de su página web realice una compra para que me fuera entregada por servicio de domicilio. A las 20:30 se comunica conmigo una de sus empleadas para confirmar el pedido y para indicarme que al día siguiente en cualquier horario me estaría llegando acepté y entendí que por la situación no podía darme horario  nisiquiera una franja.... hoy sería el día que debía recibir mi pedido al validar por la página el estado del pedido este no había cambiado así que llamé al teléfono del cual se habían comunicado el día anterior la chica que me contesta me dice que hoy había renunciado al D1 y que debía esperar que otro compañero me llamara ....... bueno ya han pasado más de 24 horas desde que hice mi pedido y nadie se ha comunicado .	D1	30/07/2020
52	La peor aplicación y la peor atención! Hice mi pedido hace 76 horas y no ha llegado llamo a atención al cliente y responden que lo debo esperar que no me pueden ayudar desde allá!!! Lo peor	D1	30/07/2020
52	Excelente!!!! Me fue Súper Bien!!!! 	D1	30/07/2020
52	Quisiera pedir a domicilio  pero se han quejado mucho del servicio y siempre responden estamos trabajando por mejorarlo ya lo lograron ?	D1	30/07/2020
52	Que servicio a domicilio tan malo el operador Rydder cancela el servicio y ni avisan si uno no llama ni cuenta se da que lo cancelaron	D1	30/07/2020
52	Vivo a 4 cuadras del mas cercano en Itagüí y la entrega son 2 días y cobran 7000$ de domicilio jajaja lo que vale un domicilio desde Bello. Es increíble el abuso de esta tienda	D1	30/07/2020
52	Hola buenos días necesito información para poder hacer un pedido pero no me contestan en los medios correspondientes.	D1	30/07/2020
52	Pésimo servicio más de una semana y todos los días reprograman la entrega precisamente solicitamos para no salir porque estamos en cuarentena si no son capaces de cumplir no responder no ofrezcan este servicio. NO LO RECOMIENDO y menos si su mercado o alimentos dependen de cuando tengan tiempo. NO LO RECOMIENDO	D1	30/07/2020
52	No lo hagas pésimo servicio. Más de una semana esperando.	D1	30/07/2020
52	Pésimo el servicio a domicilio	D1	30/07/2020
52	Pues acá en Bogotá me fue mal con el domicilio  me dejaron las cosas en el piso en la calle  el empaque del papel higiénico venía roto (y en el piso) ... en estas épocas la asepsia es básica  aunque uno llegue a desinfectar todo en casa a mi no me gusto nada ver mis mercado en el piso de la calle ( Sobre todo lo del papel) otros domicilios como merqueo te lo entregan en las canastas plásticas . Punto a mejorar con los chicos domiciliarios que no son muy cuidadosos	D1	30/07/2020
53	Hola! Hice un pedido y me llegaron unos productos vencidos. He llamado muchas veces y me dicen que se comunicaran conmigo para cambiarlos y ya han pasado semana y no han podido comunicarse cada vez que llamo me dicen lo mismo. Les escribo y no responden nada... Necesito que por favor alguien me dé una solución.	D1	13/08/2020
53	Hola. Y en monteria	D1	13/08/2020
53	Acá les falta es los pagos en linea. No todos tienen tarjeta débito o credito y si ino quoete comprar un mercsfo pata que lo llwven a otrs persona que no tenga tarjeta en onces no se puefe	D1	13/08/2020
53	En neiva ?	D1	13/08/2020
53	Servicio tan malo  hice pedido al medio día y nunca llego  hubiese pedido en Justo y bueno como siempre  pero pongo a experimentar con Uds	D1	13/08/2020
53	Que mal servicio la primera vez que pedí nunca llegó y tuve que salir a comprar y ahora llego incompleto  de nada sirve ese servicio de domicilio	D1	13/08/2020
54	En giron tambien hay domicilios ? Y tiene costo?	D1	18/08/2020
54	Muy buenas tardes por favor quisiera me facilitaran el contacto de la tienda en la ciudad de Riohacha gracias	D1	18/08/2020
55	Hola tiempo de entrega estimado ?	D1	12/10/2020
55	Disponible para norte de Santander?	D1	12/10/2020
55	Traen todo lo que se pide? O es como mi águila que no lo hacen y debe uno dirigirse a u. Punto a completar el mercado que no trajeron?	D1	12/10/2020
55	No van a volver a vender los muslos grandes?	D1	12/10/2020
55	Genial	D1	12/10/2020
55	Que bueno ya era hora!	D1	12/10/2020
55	Buenas tardes para servicio al cliente donde me comunico gracias	D1	12/10/2020
55	Lastima que a la hora de los envíos sean un desastre	D1	12/10/2020
55	Hay domicilios en Ibague ?	D1	12/10/2020
55	A quien corresponda  en tiendas d1 palermo la atencion es pesima  estan muy mal de administrador en este punto	D1	12/10/2020
55	An bajado mucho la calidad de los productos	D1	12/10/2020
55	He hecho apenas 2 pedidos pero no me ha ido tan bien me traen lo que no es lo que hay no lo traen pero tampoco avisan que no hay aparte de que hay que pedirlo con un día de antelación se puede demorar 2 días en llegar no avisan ni nada cuando van a llegar tocar llamarlos para saber y cuando se les dice que me trajeron lo que no es tienen el descaro de decirme con la factura puedo hacer el cambio!!!! Para que me cobran un domicilio de 6.900 que es alto para tener que ir a comprar yo??? Pa verdad si la inconformidad es enorme!	D1	12/10/2020
55	Excelente aplicación  variedad  muy amigable al manejo  muy buena iniciativa estar a la vanguardia de la la tecnología  gracias	D1	12/10/2020
55	desafortunadamente han desmejorado un 100% el servicio al cliente. La atención ahora puntualmente en el D1 de Diver Plaza Bogotá es pésima las señoras que atienden son groseras y malgeniadas.	D1	12/10/2020
55	En el ultimo domicilio ademas de entregarlo fuera de tiempo que ya es normal me facturaron y pague lo entregado pero al abrir el mercado me hizo falta todos los congelados y pechugas escribi varios correos pero no he tenido respuesta en la pagina web no hay forma de hacer reclamo	D1	12/10/2020
55	Hice mi mercado y antes de escoger los productos ingrese la dirección y decía que si había cobertura y tres días después recibo un mail indicando que el pedido se cancela porque no hay cobertura. Que falta de seriedad	D1	12/10/2020
55	Porque demoran tanto . Para traer productos de limpieza?	D1	12/10/2020
56	 cual es el numero a Domicilio San Fernando # gracias	MegaTiendas	17/03/2020
56	En todos las sedes?	MegaTiendas	17/03/2020
56	Porque aquí en Barranquilla y soledad no lo hacen también	MegaTiendas	17/03/2020
56	los empleados de barranquilla y soledad también estan expuestos	MegaTiendas	17/03/2020
56	Ese número no lo cogen los de megatienda	MegaTiendas	17/03/2020
56	Están abiertos el día de hoy en la ciudad de cartagena?	MegaTiendas	17/03/2020
56	Hola hice un pedido virtual aquí en Cartagena. Pero acabo de notar su comentario anterior sobre el horario. ¿Quedaría aplazado para mañana? ¿Cómo sería?	MegaTiendas	17/03/2020
57	Para los estratos altos sera	MegaTiendas	21/03/2020
57	Si porque en el sur no tienen derecho pedir domicilio porque no esta en la periferia	MegaTiendas	21/03/2020
57	Hacen domicilios a soledad y Malambo?	MegaTiendas	21/03/2020
57	desde San Fernando hasta donde piensan llevar domicilios ?	MegaTiendas	21/03/2020
57	Soledad tambien tiene derecho a domicilio	MegaTiendas	21/03/2020
57	Somos clientes igual que ellos	MegaTiendas	21/03/2020
57	Debemos tener en cuenta y creo que todos tenemos claro que el costo del domicilio depende de la distancia del almacén a la casa	MegaTiendas	21/03/2020
57	Y la pradera tiene domicilio?	MegaTiendas	21/03/2020
57	Hola. Solicite un domicilios desde las 10 a.m. y no me ha llegado. En la línea no contestan. Por favor podrían ayudarme. Muchas gracias	MegaTiendas	21/03/2020
57	q horario van a manejar mañana en las tiendas ??	MegaTiendas	21/03/2020
57	Buenas noches. Cual es el procedimiento para hacer los pedidos? Reciben pagos con tarjetas débito y crédito?	MegaTiendas	21/03/2020
57	Buenas tardes. En la compra on line no aparecen todos los barrio para domicilio. Por lo cual no permite el ingreso. Me encuentro en la plazuela.	MegaTiendas	21/03/2020
57	¿cuál es o como es el método de pago con los pedidos realizados de manera virtual? ¿se hacen por medio de datáfono por internet o con efectivo? El método de despacho con el que contamos es contra entrega por el momento. Tenemos pagos con tarjetas de crédito débito y en efectivo.	MegaTiendas	21/03/2020
